Etapa,Area,Trimestre,SDA_ID,SDA_Titulo,Duracion_Semanas,Criterio_Codigo,Criterio_Descriptor,Competencia_Codigo,Competencia_Descriptor,Saberes_Basicos,Actividad_ID,Actividad_Titulo,Actividad_Descripcion,Actividad_Sesiones,Semana_Numero,Semana_Titulo,Dia,Fecha,Sesion_Numero,Sesion_Titulo,Descripcion_Sesion,Material,Evaluable
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.65,Actividad El Universo 65,Desarrollo de la actividad 65 vinculada a 6.CR.CE5.1,1,7,Semana 7,Jueves,21-05-2026,1,Sesión 65,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.66,Actividad El Universo 66,Desarrollo de la actividad 66 vinculada a 6.CR.CE5.5,1,7,Semana 7,Jueves,21-05-2026,2,Sesión 66,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.67,Actividad El Universo 67,Desarrollo de la actividad 67 vinculada a 6.CR.CE1.3,1,7,Semana 7,Viernes,22-05-2026,1,Sesión 67,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.68,Actividad El Universo 68,Desarrollo de la actividad 68 vinculada a 6.CR.CE1.4,1,7,Semana 7,Viernes,22-05-2026,2,Sesión 68,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.69,Actividad El Universo 69,Desarrollo de la actividad 69 vinculada a 6.CR.CE3.7,1,7,Semana 7,Lunes,25-05-2026,1,Sesión 69,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.70,Actividad El Universo 70,Desarrollo de la actividad 70 vinculada a 6.CR.CE4.3,1,7,Semana 7,Lunes,25-05-2026,2,Sesión 70,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.71,Actividad El Universo 71,Desarrollo de la actividad 71 vinculada a 6.CR.CE5.1,1,8,Semana 8,Martes,26-05-2026,1,Sesión 71,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.72,Actividad El Universo 72,Desarrollo de la actividad 72 vinculada a 6.CR.CE5.5,1,8,Semana 8,Martes,26-05-2026,2,Sesión 72,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.73,Actividad El Universo 73,Desarrollo de la actividad 73 vinculada a 6.CR.CE1.3,1,8,Semana 8,Miércoles,27-05-2026,1,Sesión 73,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.74,Actividad El Universo 74,Desarrollo de la actividad 74 vinculada a 6.CR.CE1.4,1,8,Semana 8,Miércoles,27-05-2026,2,Sesión 74,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.75,Actividad El Universo 75,Desarrollo de la actividad 75 vinculada a 6.CR.CE3.7,1,8,Semana 8,Jueves,28-05-2026,1,Sesión 75,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.76,Actividad El Universo 76,Desarrollo de la actividad 76 vinculada a 6.CR.CE4.3,1,8,Semana 8,Jueves,28-05-2026,2,Sesión 76,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.77,Actividad El Universo 77,Desarrollo de la actividad 77 vinculada a 6.CR.CE5.1,1,8,Semana 8,Viernes,29-05-2026,1,Sesión 77,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.78,Actividad El Universo 78,Desarrollo de la actividad 78 vinculada a 6.CR.CE5.5,1,8,Semana 8,Viernes,29-05-2026,2,Sesión 78,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.79,Actividad El Universo 79,Desarrollo de la actividad 79 vinculada a 6.CR.CE1.3,1,8,Semana 8,Lunes,01-06-2026,1,Sesión 79,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.80,Actividad El Universo 80,Desarrollo de la actividad 80 vinculada a 6.CR.CE1.4,1,8,Semana 8,Lunes,01-06-2026,2,Sesión 80,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.81,Actividad El Universo 81,Desarrollo de la actividad 81 vinculada a 6.CR.CE3.7,1,9,Semana 9,Martes,02-06-2026,1,Sesión 81,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.82,Actividad El Universo 82,Desarrollo de la actividad 82 vinculada a 6.CR.CE4.3,1,9,Semana 9,Martes,02-06-2026,2,Sesión 82,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.83,Actividad El Universo 83,Desarrollo de la actividad 83 vinculada a 6.CR.CE5.1,1,9,Semana 9,Miércoles,03-06-2026,1,Sesión 83,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.84,Actividad El Universo 84,Desarrollo de la actividad 84 vinculada a 6.CR.CE5.5,1,9,Semana 9,Miércoles,03-06-2026,2,Sesión 84,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.85,Actividad El Universo 85,Desarrollo de la actividad 85 vinculada a 6.CR.CE1.3,1,9,Semana 9,Jueves,04-06-2026,1,Sesión 85,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.86,Actividad El Universo 86,Desarrollo de la actividad 86 vinculada a 6.CR.CE1.4,1,9,Semana 9,Jueves,04-06-2026,2,Sesión 86,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.87,Actividad El Universo 87,Desarrollo de la actividad 87 vinculada a 6.CR.CE3.7,1,9,Semana 9,Viernes,05-06-2026,1,Sesión 87,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.88,Actividad El Universo 88,Desarrollo de la actividad 88 vinculada a 6.CR.CE4.3,1,9,Semana 9,Viernes,05-06-2026,2,Sesión 88,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.89,Actividad El Universo 89,Desarrollo de la actividad 89 vinculada a 6.CR.CE5.1,1,9,Semana 9,Lunes,08-06-2026,1,Sesión 89,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.90,Actividad El Universo 90,Desarrollo de la actividad 90 vinculada a 6.CR.CE5.5,1,9,Semana 9,Lunes,08-06-2026,2,Sesión 90,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.91,Actividad El Universo 91,Desarrollo de la actividad 91 vinculada a 6.CR.CE1.3,1,10,Semana 10,Martes,09-06-2026,1,Sesión 91,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.92,Actividad El Universo 92,Desarrollo de la actividad 92 vinculada a 6.CR.CE1.4,1,10,Semana 10,Martes,09-06-2026,2,Sesión 92,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.93,Actividad El Universo 93,Desarrollo de la actividad 93 vinculada a 6.CR.CE3.7,1,10,Semana 10,Miércoles,10-06-2026,1,Sesión 93,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.94,Actividad El Universo 94,Desarrollo de la actividad 94 vinculada a 6.CR.CE4.3,1,10,Semana 10,Miércoles,10-06-2026,2,Sesión 94,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.95,Actividad El Universo 95,Desarrollo de la actividad 95 vinculada a 6.CR.CE5.1,1,10,Semana 10,Jueves,11-06-2026,1,Sesión 95,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.96,Actividad El Universo 96,Desarrollo de la actividad 96 vinculada a 6.CR.CE5.5,1,10,Semana 10,Jueves,11-06-2026,2,Sesión 96,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.97,Actividad El Universo 97,Desarrollo de la actividad 97 vinculada a 6.CR.CE1.3,1,10,Semana 10,Viernes,12-06-2026,1,Sesión 97,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.98,Actividad El Universo 98,Desarrollo de la actividad 98 vinculada a 6.CR.CE1.4,1,10,Semana 10,Viernes,12-06-2026,2,Sesión 98,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE3.7,Expresar sentimientos y emociones a través de lenguajes artísticos,CE3,Competencia específica del área,Contenidos del tercer trimestre,SA7.99,Actividad El Universo 99,Desarrollo de la actividad 99 vinculada a 6.CR.CE3.7,1,10,Semana 10,Lunes,15-06-2026,1,Sesión 99,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE4.3,Iniciarse en el uso de la escritura para comunicar mensajes,CE4,Competencia específica del área,Contenidos del tercer trimestre,SA7.100,Actividad El Universo 100,Desarrollo de la actividad 100 vinculada a 6.CR.CE4.3,1,10,Semana 10,Lunes,15-06-2026,2,Sesión 100,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.1,Utilizar dispositivos digitales para el aprendizaje y comunicación,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.101,Actividad El Universo 101,Desarrollo de la actividad 101 vinculada a 6.CR.CE5.1,1,11,Semana 11,Martes,16-06-2026,1,Sesión 101,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE5.5,Interpretar y valorar críticamente mensajes audiovisuales,CE5,Competencia específica del área,Contenidos del tercer trimestre,SA7.102,Actividad El Universo 102,Desarrollo de la actividad 102 vinculada a 6.CR.CE5.5,1,11,Semana 11,Martes,16-06-2026,2,Sesión 102,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.3,"Expresar mensajes con claridad, coherencia e intención",CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.103,Actividad El Universo 103,Desarrollo de la actividad 103 vinculada a 6.CR.CE1.3,1,11,Semana 11,Miércoles,17-06-2026,1,Sesión 103,Sesión de trabajo: El Universo,Material de aula,Si
Infantil,Comunicación y Representación de la Realidad,T3,SA7,El Universo,11,6.CR.CE1.4,Participar en interacciones comunicativas con actitud cooperativa,CE1,Competencia específica del área,Contenidos del tercer trimestre,SA7.104,Actividad El Universo 104,Desarrollo de la actividad 104 vinculada a 6.CR.CE1.4,1,11,Semana 11,Miércoles,17-06-2026,2,Sesión 104,Sesión de trabajo: El Universo,Material de aula,Si
